ORF,Chr,ORF_Start,ORF_End,Strand,TSS,TTS,TranscriptLength,TranscriptQualifier,TranscriptCenter,PromoterLength,PromoterQualifier,PromoterCenter,NDR3pLength,NDR3pQualifier,NDR3pCenter,Plus1,Minus1,RelativePlus1,RelativeMinus1,NDRcenter,NDRwidth
YIR013C,chrIX,380384,380019,-1,380384,380019,366,Verified,380202,685,divergent,380727,1557,convergent,379240,380459,380750,-75,-366,380605,144
YIR015W,chrIX,381948,382382,1,381948,382382,435,Verified,382165,133,tandem,381881,245,tandem,382505,381964,381722,16,-226,381843,95
YIR017C,chrIX,384119,383556,-1,384113,383343,771,Verified,383728,486,divergent,384356,714,convergent,382986,384125,384629,-12,-516,384377,357
YIR018W,chrIX,384609,385346,1,384600,385401,802,Verified,385001,486,divergent,384357,162,convergent,385482,384629,384125,29,-475,384377,357
YIR019C,chrIX,393675,389572,-1,393675,389374,4302,Verified,391525,3592,divergent,395471,3672,tandem,387538,NaN,NaN,NaN,NaN,NaN,NaN
YIR021W,chrIX,397294,398385,1,397268,398441,1174,Verified,397855,3592,divergent,395472,72,tandem,398477,397296,397037,28,-231,397167,112
YIR022W,chrIX,398733,399236,1,398697,399336,640,Verified,399017,-30,tandem,398712,414,tandem,399543,398750,398515,53,-182,398633,88
YIR023W,chrIX,399777,402689,1,399751,402799,3049,Verified,401275,414,tandem,399544,-25,convergent,402786,399802,399543,51,-208,399673,112
YIR024C,chrIX,403491,402841,-1,403499,402775,725,Verified,403137,188,divergent,403593,3023,convergent,401263,403470,403683,29,-184,403577,66
YIR025W,chrIX,403659,404765,1,403688,404915,1228,Verified,404302,188,divergent,403594,-136,convergent,404847,403683,403470,-5,-218,403577,66
YIR026C,chrIX,405967,404873,-1,405996,404780,1217,Verified,405388,263,tandem,406128,1091,convergent,404234,405941,406204,55,-208,406073,116
YIR027C,chrIX,407642,406260,-1,407952,406260,1693,Verified,407106,515,divergent,408210,263,tandem,406128,407923,408209,29,-257,408066,139
YIR028W,chrIX,408468,410375,1,408468,410542,2075,Verified,409505,515,divergent,408210,264,tandem,410674,408209,407923,-259,-545,408066,139
YIR029W,chrIX,410807,411838,1,410807,411887,1081,Verified,411347,264,tandem,410675,94,convergent,411934,410329,410133,-478,-674,410231,49
YIR030C,chrIX,412770,412036,-1,412810,411982,829,Verified,412396,151,tandem,412886,1174,convergent,411395,NaN,NaN,NaN,NaN,NaN,NaN
YIR031C,chrIX,414679,413015,-1,414821,412962,1860,Verified,413892,133,tandem,414888,151,tandem,412886,414771,415054,50,-233,414913,136
YIR032C,chrIX,415617,415030,-1,415682,414955,728,Verified,415319,406,divergent,415885,133,tandem,414888,415657,416091,25,-409,415874,287
YIR033W,chrIX,416124,419465,1,416089,419524,3436,Verified,417807,406,divergent,415886,20,convergent,419534,416091,415657,2,-432,415874,287
YIR034C,chrIX,420736,419615,-1,420771,419545,1227,Verified,420158,188,tandem,420865,3455,convergent,417817,420766,421048,5,-277,420907,135
YIR037W,chrIX,423128,423619,1,423067,423710,644,Verified,423389,175,divergent,422979,-24,convergent,423698,423119,422839,52,-228,422979,133
YIR038C,chrIX,424513,423809,-1,424543,423687,857,Verified,424115,5855,tandem,427471,619,convergent,423377,424512,424781,31,-238,424647,122
YIR039C,chrIX,432111,430498,-1,432111,430399,1713,Verified,431255,1771,divergent,432997,5855,tandem,427471,432089,432312,22,-201,432201,76
YIR041W,chrIX,433929,434303,1,433883,434303,421,Verified,434093,1771,divergent,432997,888,convergent,434747,433704,433421,-179,-462,433563,136
YJL223C,chrX,9138,8776,-1,9138,8686,453,Verified,8912,2344,divergent,10310,2140,tandem,7616,NaN,NaN,NaN,NaN,NaN,NaN
YJL222W,chrX,11475,16124,1,11483,16495,5013,Verified,13989,2344,divergent,10311,271,convergent,16631,NaN,NaN,NaN,NaN,NaN,NaN
YJL221C,chrX,18536,16767,-1,18824,16767,2058,Verified,17796,454,divergent,19051,5283,convergent,14125,18861,19637,-37,-813,19249,629
YJL219W,chrX,19497,21200,1,19279,21200,1922,Verified,20240,454,divergent,19052,755,tandem,21578,NaN,NaN,NaN,NaN,NaN,NaN
YJL217W,chrX,23133,23729,1,23126,23824,699,Verified,23475,410,tandem,22921,279,convergent,23964,23058,22741,-68,-385,22900,170
YJL216C,chrX,26086,24341,-1,26237,24104,2134,Verified,25171,649,divergent,26562,977,convergent,23615,26249,26542,-12,-305,26396,146
YJL214W,chrX,26887,28596,1,26887,28596,1710,Verified,27742,649,divergent,26562,3225,tandem,30209,26542,26249,-345,-638,26396,146
YJL213W,chrX,32163,33158,1,31822,33477,1656,Verified,32650,3225,tandem,30209,249,convergent,33602,31440,31123,-382,-699,31282,170
YJL212C,chrX,36249,33850,-1,36277,33727,2551,Verified,35002,492,divergent,36523,1904,convergent,32775,36261,36455,16,-178,36358,47
YJL210W,chrX,36919,37734,1,36770,37797,1028,Verified,37284,492,divergent,36524,105,tandem,37850,36764,36455,-6,-315,36610,162
YJL209W,chrX,38005,39969,1,37903,40062,2160,Verified,38983,105,tandem,37850,-52,convergent,40036,37965,37684,62,-219,37825,134
YJL208C,chrX,41183,40194,-1,41235,40011,1225,Verified,40623,-20,tandem,41225,2107,convergent,38957,41202,41489,33,-254,41346,140
YJL207C,chrX,47433,41389,-1,47444,41216,6229,Verified,44330,144,tandem,47516,-20,tandem,41226,47398,47701,46,-257,47550,156
YJL205C,chrX,50443,50139,-1,50462,49992,471,Verified,50227,94,tandem,50509,51,tandem,49966,50441,50642,21,-180,50542,54
YJL204C,chrX,53151,50629,-1,53166,50557,2610,Verified,51862,140,divergent,53236,94,tandem,50510,53122,53352,44,-186,53237,83
YJL203W,chrX,53341,54183,1,53307,54418,1112,Verified,53863,140,divergent,53237,-43,tandem,54396,53352,53122,45,-185,53237,83
YJL201W,chrX,54379,56178,1,54376,56423,2048,Verified,55400,-43,tandem,54398,-127,convergent,56359,54420,54139,44,-237,54280,134
YJL200C,chrX,58813,56444,-1,58944,56297,2648,Verified,57621,1877,divergent,59883,1920,convergent,55337,58905,59329,39,-385,59117,277
YJL198W,chrX,60844,63489,1,60822,63602,2781,Verified,62212,1877,divergent,59883,160,tandem,63682,60842,60526,20,-296,60684,169
YJL197W,chrX,63805,67569,1,63763,67637,3875,Verified,65700,160,tandem,63683,77,convergent,67676,63809,63537,46,-226,63673,125
YJL196C,chrX,68782,67850,-1,68805,67715,1091,Verified,68260,471,divergent,69041,3951,convergent,65739,68804,69002,1,-197,68903,51
YJL194W,chrX,69338,70879,1,69277,70996,1720,Verified,70137,471,divergent,69041,371,tandem,71182,69311,69002,34,-275,69157,162
YJL192C,chrX,73414,72710,-1,73438,72603,836,Verified,73021,327,divergent,73602,1234,convergent,71986,73391,73798,47,-360,73595,260
YJL191W,chrX,73787,74611,1,73766,74716,951,Verified,74241,327,divergent,73602,44,convergent,74738,73798,73391,32,-375,73595,260
YJL190C,chrX,75302,74910,-1,75318,74761,558,Verified,75040,571,divergent,75604,994,convergent,74264,75301,75960,17,-642,75631,512
YJL189W,chrX,75933,76474,1,75890,76611,722,Verified,76251,571,divergent,75604,8,convergent,76615,75960,75301,70,-589,75631,512
YJL187C,chrX,79262,76803,-1,79355,76620,2736,Verified,77988,770,divergent,79740,729,convergent,76255,79390,79721,-35,-366,79556,184
YJL186W,chrX,80155,81915,1,80126,82036,1911,Verified,81081,770,divergent,79741,-115,convergent,81978,80147,79863,21,-263,80005,137
YJL184W,chrX,83448,83819,1,83407,83881,475,Verified,83644,430,divergent,83192,121,tandem,83942,83445,83236,38,-171,83341,62
YJL183W,chrX,84068,85336,1,84003,85425,1423,Verified,84714,121,tandem,83942,212,tandem,85531,84041,83771,38,-232,83906,123
YJL180C,chrX,88560,87583,-1,88565,87461,1105,Verified,88013,172,divergent,88651,1822,convergent,86550,88528,88768,37,-203,88648,93
YJL179W,chrX,88787,89116,1,88738,89249,512,Verified,88994,172,divergent,88652,-91,convergent,89203,88768,88528,30,-210,88648,93
YJL178C,chrX,90097,89282,-1,90135,89159,977,Verified,89647,629,divergent,90450,420,convergent,88949,90071,90546,64,-411,90309,328
YJL177W,chrX,90786,91657,1,90765,91775,1011,Verified,91270,629,divergent,90450,50,convergent,91800,90800,90630,35,-135,90715,23
YJL176C,chrX,94530,92053,-1,94593,91826,2768,Verified,93210,383,divergent,94785,1060,convergent,91296,94535,94763,58,-170,94649,81
YJL174W,chrX,95092,95922,1,94977,96165,1189,Verified,95571,383,divergent,94785,-82,convergent,96124,95014,94763,37,-214,94889,104
YJL173C,chrX,96529,96161,-1,96560,96084,477,Verified,96322,1137,divergent,97129,1106,convergent,95531,96495,96734,65,-174,96615,92
YJL172W,chrX,97737,99467,1,97698,99608,1911,Verified,98653,1137,divergent,97129,-105,convergent,99555,97723,97486,25,-212,97605,90
YJL171C,chrX,100894,99704,-1,100932,99504,1429,Verified,100218,190,tandem,101027,1805,convergent,98601,100878,101177,54,-245,101028,152
YJL170C,chrX,101779,101150,-1,101887,101123,765,Verified,101505,143,tandem,101959,190,tandem,101028,101817,102055,70,-168,101936,91
YJL168C,chrX,104428,102227,-1,104521,102031,2491,Verified,103276,436,divergent,104739,143,tandem,101959,104482,104735,39,-214,104609,106
YJL167W,chrX,105014,106072,1,104958,106165,1208,Verified,105562,436,divergent,104740,166,tandem,106248,104965,104735,7,-223,104850,83
YJL166W,chrX,106434,106718,1,106332,106887,556,Verified,106610,166,tandem,106249,-26,convergent,106874,106399,106062,67,-270,106231,190
YJL165C,chrX,109461,106894,-1,109626,106862,2765,Verified,108244,227,tandem,109740,529,convergent,106597,109576,109831,50,-205,109704,108
YJL164C,chrX,111159,109966,-1,111378,109854,1525,Verified,110616,227,tandem,111492,227,tandem,109740,111341,111628,37,-250,111485,140
YJL162C,chrX,115629,113878,-1,115685,113712,1974,Verified,114699,1570,divergent,116470,378,tandem,113523,115635,116263,50,-578,115949,481
YJL159W,chrX,120449,121690,1,120395,121992,1598,Verified,121194,1262,divergent,119764,202,convergent,122093,120340,119914,-55,-481,120127,279
YJL158C,chrX,122948,122265,-1,122990,122195,796,Verified,122593,688,tandem,123334,1799,convergent,121295,123046,123461,-56,-471,123254,268
YJL157C,chrX,126328,123836,-1,126374,123679,2696,Verified,125027,316,tandem,126532,688,tandem,123335,126437,126799,-63,-425,126618,215
YJL156C,chrX,128952,126853,-1,129008,126691,2318,Verified,127850,118,tandem,129067,316,tandem,126533,128957,129241,51,-233,129099,137
YJL155C,chrX,130643,129285,-1,130771,129127,1645,Verified,129949,273,tandem,130908,118,tandem,129068,130758,131027,13,-256,130893,122
YJL154C,chrX,133935,131101,-1,133966,131045,2922,Verified,132506,219,tandem,134076,273,tandem,130908,133959,134276,7,-310,134118,170
YJL153C,chrX,135933,134332,-1,135933,134186,1748,Verified,135060,372,tandem,136119,219,tandem,134076,NaN,NaN,NaN,NaN,NaN,NaN
YJL151C,chrX,136773,136372,-1,136806,136306,501,Verified,136556,527,divergent,137070,372,tandem,136120,136647,137097,159,-291,136872,303
YJL149W,chrX,137379,139370,1,137334,139428,2095,Verified,138381,527,divergent,137070,936,tandem,139896,137376,137097,42,-237,137237,132
YJL148W,chrX,140437,141138,1,140365,141342,978,Verified,140854,936,tandem,139897,76,convergent,141380,140417,140076,52,-289,140247,194
YJL146W,chrX,143292,144701,1,143210,144938,1729,Verified,144074,575,divergent,142922,127,tandem,145002,143199,142968,-11,-242,143084,84
YJL145W,chrX,145160,146044,1,145066,146157,1092,Verified,145612,127,tandem,145002,168,tandem,146241,145152,144870,86,-196,145011,135
YJL143W,chrX,147101,147577,1,147071,147778,708,Verified,147425,169,tandem,146986,34,convergent,147795,147124,146823,53,-248,146974,154
YJL141C,chrX,150390,147967,-1,150487,147813,2675,Verified,149150,379,divergent,150677,741,convergent,147442,150489,150906,-2,-419,150698,270
YJL140W,chrX,150961,151626,1,150867,151676,810,Verified,151272,379,divergent,150677,-73,convergent,151639,150906,150489,39,-378,150698,270
YJL139C,chrX,152999,151713,-1,153125,151604,1522,Verified,152365,174,tandem,153212,736,convergent,151236,NaN,NaN,NaN,NaN,NaN,NaN
YJL138C,chrX,154691,153504,-1,154742,153300,1443,Verified,154021,1426,divergent,155455,174,tandem,153213,154689,155026,53,-284,154858,190
YJL137C,chrX,156127,154985,-1,156235,154862,1374,Verified,155549,175,tandem,156323,-1308,convergent,155516,156161,156396,74,-161,156279,88
YJL136C,chrX,157273,156550,-1,157296,156411,886,Verified,156854,860,divergent,157726,175,tandem,156323,157251,157715,45,-419,157483,317
YJL134W,chrX,158188,159417,1,158157,159507,1351,Verified,158832,860,divergent,157727,-53,convergent,159480,158189,157921,32,-236,158055,121
YJL133W,chrX,160619,161563,1,160458,161703,1246,Verified,161081,581,divergent,160167,210,tandem,161808,160486,159892,28,-566,160189,447
YJL131C,chrX,165348,164278,-1,165394,164176,1219,Verified,164785,228,tandem,165508,2261,convergent,163045,165325,165586,69,-192,165456,114
YJL130C,chrX,172752,165723,-1,173025,165623,7403,Verified,169324,509,tandem,173280,228,tandem,165509,172970,173608,55,-583,173289,491
YJL129C,chrX,177306,173599,-1,177597,173535,4063,Verified,175566,358,tandem,177776,509,tandem,173280,177547,177858,50,-261,177703,164
YJL128C,chrX,180103,178097,-1,180324,177956,2369,Verified,179140,964,tandem,180806,358,tandem,177777,180282,180572,42,-248,180427,143
YJL127C,chrX,184220,182298,-1,184288,182298,1991,Verified,183293,205,divergent,184391,489,tandem,182053,184272,184507,16,-219,184390,88
YJL126W,chrX,184501,185424,1,184494,185557,1064,Verified,185026,205,divergent,184391,-126,convergent,185494,184507,184272,13,-222,184390,88
YJL125C,chrX,186679,185528,-1,186731,185432,1300,Verified,186082,174,tandem,186818,937,convergent,184963,186669,186940,62,-209,186805,124
YJL124C,chrX,187644,187126,-1,187810,186906,905,Verified,187358,76,tandem,187848,174,tandem,186819,187774,188051,36,-241,187913,130
YJL123C,chrX,189440,188004,-1,189448,187887,1562,Verified,188668,264,divergent,189580,76,tandem,187849,189417,189745,31,-297,189581,181
YJL122W,chrX,189716,190243,1,189713,190398,686,Verified,190056,264,divergent,189581,-96,convergent,190350,189745,189417,32,-296,189581,181
YJL121C,chrX,191090,190374,-1,191102,190303,800,Verified,190703,581,divergent,191393,589,convergent,190008,191070,191280,32,-178,191175,63
YJL118W,chrX,191639,192298,1,191684,192401,718,Verified,192043,581,divergent,191393,79,tandem,192441,191711,191449,27,-235,191580,115
YJL117W,chrX,192531,193466,1,192481,193628,1148,Verified,193055,79,tandem,192441,-85,convergent,193585,192491,192210,10,-271,192351,134
YJL116C,chrX,194873,193860,-1,195086,193544,1543,Verified,194315,1124,divergent,195648,1062,convergent,193013,195206,195641,-120,-555,195424,288
YJL115W,chrX,196287,197126,1,196211,197207,997,Verified,196709,1124,divergent,195649,8049,tandem,201232,196253,195966,42,-245,196110,140
YJL112W,chrX,205305,207449,1,205257,207585,2329,Verified,206421,8049,tandem,201232,240,tandem,207705,205318,205078,61,-179,205198,93
YJL111W,chrX,207877,209529,1,207826,209696,1871,Verified,208761,240,tandem,207706,214,convergent,209803,207885,207541,59,-285,207713,197
YJL110C,chrX,211577,209922,-1,211666,209911,1756,Verified,210789,274,tandem,211803,2084,convergent,208869,211607,211935,59,-269,211771,181
YJL109C,chrX,217309,212000,-1,217341,211941,5401,Verified,214641,195,tandem,217439,274,tandem,211804,217305,217597,36,-256,217451,145
YJL108C,chrX,218856,217705,-1,218856,217537,1320,Verified,218197,-4,tandem,218854,195,tandem,217439,NaN,NaN,NaN,NaN,NaN,NaN
YJL106W,chrX,221390,223327,1,221390,223449,2060,Verified,222420,1253,divergent,220763,283,tandem,223591,220932,220645,-458,-745,220789,140
YJL105W,chrX,225055,226737,1,223733,226737,3005,Verified,225235,283,tandem,223591,567,tandem,227021,223766,223488,33,-245,223627,131
YJL104W,chrX,227327,227776,1,227305,227946,642,Verified,227626,567,tandem,227021,876,convergent,228384,227333,227026,28,-279,227180,160
YJL102W,chrX,231301,233760,1,231250,234011,2762,Verified,232631,198,divergent,231151,165,convergent,234094,231322,231050,72,-200,231186,125
YJL101C,chrX,236356,234320,-1,236499,234177,2323,Verified,235338,317,divergent,236658,2926,convergent,232714,236508,236864,-9,-365,236686,209
YJL100W,chrX,237263,239086,1,236817,239167,2351,Verified,237992,317,divergent,236658,158,tandem,239246,236864,236508,47,-309,236686,209
YJL099W,chrX,239414,241654,1,239326,241741,2416,Verified,240534,158,tandem,239247,213,tandem,241848,239375,239127,49,-199,239251,101
YJL098W,chrX,242082,245258,1,241955,245330,3376,Verified,243643,213,tandem,241848,216,tandem,245438,241921,241596,-34,-359,241759,178
YJL097W,chrX,245591,246244,1,245547,246317,771,Verified,245932,216,tandem,245439,131,tandem,246383,245597,245348,50,-199,245473,102
YJL096W,chrX,246490,246975,1,246449,247046,598,Verified,246748,131,tandem,246383,102,tandem,247097,246488,246222,39,-227,246355,119
YJL095W,chrX,247255,251691,1,247149,251771,4623,Verified,249460,102,tandem,247098,-101,convergent,251720,247227,246960,78,-189,247094,120
YJL094C,chrX,254442,251821,-1,254487,251671,2817,Verified,253079,135,tandem,254555,4521,convergent,249410,254462,254710,25,-223,254586,101
YJL093C,chrX,256812,254737,-1,256761,254623,2139,Verified,255692,480,divergent,257001,135,tandem,254555,256749,256997,12,-236,256873,101
YJL092W,chrX,257423,260947,1,257242,261078,3837,Verified,259160,480,divergent,257002,-162,convergent,260997,257273,256997,31,-245,257135,129
YJL091C,chrX,262552,261080,-1,262552,260917,1636,Verified,261735,127,tandem,262616,3674,convergent,259080,262502,262791,50,-239,262647,142
YJL090C,chrX,265051,262757,-1,265106,262680,2427,Verified,263893,663,divergent,265438,127,tandem,262616,265089,265356,17,-250,265223,120
YJL089W,chrX,265926,268415,1,265770,268715,2946,Verified,267243,663,divergent,265438,61,tandem,268746,265797,265509,27,-261,265653,141
YJL088W,chrX,268799,269815,1,268777,269921,1145,Verified,269349,61,tandem,268746,-142,convergent,269850,268893,268367,116,-410,268630,379
YJL087C,chrX,272485,270002,-1,272610,269780,2831,Verified,271195,136,divergent,272678,1002,convergent,269279,272543,272805,67,-195,272674,115
YJL085W,chrX,272827,274698,1,272747,274817,2071,Verified,273782,136,divergent,272679,-87,convergent,274773,272805,272543,58,-204,272674,115
YJL084C,chrX,278002,274862,-1,278115,274731,3385,Verified,276423,725,divergent,278478,1983,convergent,273739,278093,278368,22,-253,278231,128
YJL083W,chrX,278841,280655,1,278841,281032,2192,Verified,279937,725,divergent,278478,34,tandem,281049,278831,278532,-10,-309,278682,152
YJL082W,chrX,281185,283380,1,281067,283598,2532,Verified,282333,34,tandem,281050,55,convergent,283626,280984,280661,-83,-406,280823,176
YJL081C,chrX,285271,283802,-1,285297,283654,1644,Verified,284476,151,tandem,285373,2586,convergent,282361,285250,285518,47,-221,285384,121
YJL080C,chrX,289226,285558,-1,289416,285449,3968,Verified,287433,274,tandem,289553,151,tandem,285373,289411,289735,5,-319,289573,177
YJL079C,chrX,290774,289875,-1,290938,289691,1248,Verified,290315,3108,divergent,292492,274,tandem,289554,290900,291096,38,-158,290998,49
YJL078C,chrX,293981,291336,-1,294054,291030,3025,Verified,292542,611,tandem,294360,-3018,convergent,292539,294291,294683,-237,-629,294487,245
YJL077C,chrX,295061,294666,-1,295061,294666,396,Verified,294864,146,divergent,295134,611,tandem,294360,294885,295237,176,-176,295061,205
YJL076W,chrX,295245,298814,1,295208,298910,3703,Verified,297059,146,divergent,295135,160,convergent,298990,295237,294885,29,-323,295061,205
YJL074C,chrX,302849,299157,-1,302872,299071,3802,Verified,300972,381,divergent,303063,3862,convergent,297140,302848,303122,24,-250,302985,127
YJL073W,chrX,303181,305118,1,303254,305222,1969,Verified,304238,381,divergent,303063,-144,convergent,305150,303122,302848,-132,-406,302985,127
YJL072C,chrX,305862,305221,-1,305899,305079,821,Verified,305489,147,divergent,305973,1824,convergent,304167,305864,306096,35,-197,305980,85
YJL071W,chrX,306132,307856,1,306047,307962,1916,Verified,307005,147,divergent,305973,-66,convergent,307929,306096,305864,49,-183,305980,85
YJL069C,chrX,312706,310922,-1,312747,310833,1915,Verified,311790,165,tandem,312830,183,tandem,310741,312680,312968,67,-221,312824,141
YJL068C,chrX,313915,313016,-1,313932,312913,1020,Verified,313423,-33,tandem,313915,165,tandem,312830,313924,314161,8,-229,314043,90
YJL066C,chrX,314872,314114,-1,314910,313900,1011,Verified,314405,28,tandem,314924,-33,tandem,313917,314847,315060,63,-150,314954,66
YJL065C,chrX,315557,315054,-1,315591,314939,653,Verified,315265,88,tandem,315635,28,tandem,314925,315539,315794,52,-203,315667,108
YJL063C,chrX,316475,315759,-1,316514,315680,835,Verified,316097,185,divergent,316607,88,tandem,315636,316458,316745,56,-231,316602,140
YJL062W-A,chrX,316723,316980,1,316700,317177,478,Verified,316939,185,divergent,316607,81,tandem,317218,316745,316458,45,-242,316602,140
YJL062W,chrX,317284,319776,1,317259,319869,2611,Verified,318564,81,tandem,317218,106,tandem,319922,317290,317071,31,-188,317181,72
YJL061W,chrX,320016,322157,1,319976,322303,2328,Verified,321140,106,tandem,319923,1056,tandem,322831,320019,319742,43,-234,319881,130
YJL060W,chrX,323386,324720,1,323360,324802,1443,Verified,324081,1056,tandem,322832,134,tandem,324869,323380,323105,20,-255,323243,128
YJL059W,chrX,324964,326190,1,324937,326280,1344,Verified,325609,134,tandem,324870,-102,convergent,326229,324971,324702,34,-235,324837,122
YJL058C,chrX,327873,326242,-1,327932,326179,1754,Verified,327056,124,tandem,327994,1241,convergent,325558,327884,328109,48,-177,327997,78
YJL057C,chrX,330121,328118,-1,330235,328057,2179,Verified,329146,22,tandem,330246,124,tandem,327995,330163,330381,72,-146,330272,71
YJL056C,chrX,333073,330431,-1,333170,330258,2913,Verified,331714,172,divergent,333256,22,tandem,330247,333109,333389,61,-219,333249,133
YJL054W,chrX,334265,335701,1,334257,335786,1530,Verified,335022,93,tandem,334210,68,tandem,335820,334309,334052,52,-205,334181,110
YJL053W,chrX,335898,337037,1,335855,337227,1373,Verified,336541,68,tandem,335821,656,convergent,337555,335886,335614,31,-241,335750,125
YJL052W,chrX,338271,339269,1,338197,339419,1223,Verified,338808,193,divergent,338100,292,tandem,339565,338062,337720,-135,-477,337891,195
YJL051W,chrX,339787,342255,1,339712,342345,2634,Verified,341029,292,tandem,339566,128,tandem,342409,339660,339371,-52,-341,339516,142
YJL050W,chrX,342522,345743,1,342474,345802,3329,Verified,344138,128,tandem,342410,143,tandem,345874,342503,342205,29,-269,342354,151
YJL048C,chrX,348637,347447,-1,348880,347304,1577,Verified,348092,-187,tandem,348786,1357,convergent,346625,349321,349619,-441,-739,349470,151
YJL047C,chrX,352108,349580,-1,352228,349302,2927,Verified,350765,130,divergent,352293,-66,tandem,349335,352170,352408,58,-180,352289,91
YJL046W,chrX,352386,353615,1,352359,353864,1506,Verified,353112,130,divergent,352294,2159,tandem,354944,352408,352170,49,-189,352289,91
YJL045W,chrX,356024,357928,1,356024,358115,2092,Verified,357070,2159,tandem,354944,-77,convergent,358076,355915,355658,-109,-366,355787,110
YJL044C,chrX,359676,358300,-1,359713,358039,1675,Verified,358876,283,divergent,359855,2014,convergent,357032,359672,359966,41,-253,359819,147
YJL042W,chrX,361249,365445,1,361181,365600,4420,Verified,363391,277,tandem,361042,125,tandem,365663,361165,360812,-16,-369,360989,206
YJL041W,chrX,365784,368373,1,365726,368502,2777,Verified,367114,125,tandem,365663,-92,convergent,368456,365764,365474,38,-252,365619,143
YJL039C,chrX,373799,368748,-1,373956,368411,5546,Verified,371184,1015,tandem,374464,2684,convergent,367069,373920,374202,36,-246,374061,135
YJL038C,chrX,375774,375115,-1,376093,374972,1122,Verified,375533,568,divergent,376377,1015,tandem,374464,376092,376345,1,-252,376219,106
YJL037W,chrX,376662,377336,1,376662,377441,780,Verified,377052,568,divergent,376378,1264,tandem,378073,376345,376092,-317,-570,376219,106
YJL036W,chrX,378825,380096,1,378706,380302,1597,Verified,379504,1264,tandem,378074,-148,convergent,380228,378743,378502,37,-204,378623,94
YJL035C,chrX,381001,380249,-1,381054,380155,900,Verified,380605,234,divergent,381171,1448,convergent,379431,381006,381329,48,-275,381168,176
YJL034W,chrX,381327,383375,1,381289,383571,2283,Verified,382430,234,divergent,381172,239,tandem,383691,381329,381006,40,-283,381168,176
YJL033W,chrX,383837,386149,1,383811,386230,2420,Verified,385021,239,tandem,383691,33,convergent,386247,383852,383550,41,-261,383701,155
YJL031C,chrX,387438,386368,-1,387499,386264,1236,Verified,386882,134,divergent,387566,2452,convergent,385038,387435,387665,64,-166,387550,83
YJL030W,chrX,387657,388247,1,387634,388386,753,Verified,388010,134,divergent,387567,-102,convergent,388335,387665,387435,31,-199,387550,83
YJL029C,chrX,390853,388385,-1,390854,388285,2570,Verified,389570,456,divergent,391082,650,convergent,387960,390882,391095,-28,-241,390989,66
YJL028W,chrX,391311,391646,1,391311,391646,336,Verified,391479,456,divergent,391083,186,convergent,391739,391095,390882,-216,-429,390989,66
YJL026W,chrX,392404,393603,1,392354,393744,1391,Verified,393049,104,divergent,392302,144,tandem,393816,392238,391838,-116,-516,392038,253
YJL025W,chrX,393967,395511,1,393889,395673,1785,Verified,394781,144,tandem,393817,24,convergent,395685,393957,393637,68,-252,393797,173
YJL024C,chrX,396592,395931,-1,396634,395698,937,Verified,396166,625,tandem,396947,1808,convergent,394794,396590,396948,44,-314,396769,211
YJL023C,chrX,398398,397355,-1,398390,397260,1131,Verified,397825,397,tandem,398589,625,tandem,396947,NaN,NaN,NaN,NaN,NaN,NaN
YJL020C,chrX,402410,398937,-1,402489,398788,3702,Verified,400639,307,divergent,402643,397,tandem,398589,402446,402832,43,-343,402639,239
YJL019W,chrX,402897,404945,1,402797,404945,2149,Verified,403871,307,divergent,402643,368,tandem,405129,402832,402446,35,-351,402639,239
YJL014W,chrX,407558,409162,1,407496,409283,1788,Verified,408390,81,tandem,407455,88,convergent,409327,407575,407275,79,-221,407425,153
YJL013C,chrX,411040,409493,-1,411032,409372,1661,Verified,410202,130,tandem,411097,1875,convergent,408434,410974,411257,58,-225,411116,136
YJL012C,chrX,413399,411234,-1,413430,411163,2268,Verified,412297,706,tandem,413783,130,tandem,411098,413374,413686,56,-256,413530,165
YJL011C,chrX,414770,414285,-1,414810,414137,674,Verified,414474,2672,tandem,416146,706,tandem,413784,414784,415174,26,-364,414979,243
YJL010C,chrX,419562,417562,-1,419613,417483,2131,Verified,418548,188,tandem,419707,2672,tandem,416147,419554,419818,59,-205,419686,117
YJL008C,chrX,421663,419957,-1,421689,419802,1888,Verified,420746,1391,tandem,422385,188,tandem,419708,421650,421951,39,-262,421801,154
YJL006C,chrX,424109,423138,-1,424147,423081,1067,Verified,423614,869,divergent,424582,1391,tandem,422385,424117,424667,30,-520,424392,403
YJL005W,chrX,425157,431237,1,425017,431378,6362,Verified,428198,869,divergent,424582,-72,convergent,431342,425072,424795,55,-222,424934,130
YJL004C,chrX,432200,431589,-1,432228,431307,922,Verified,431768,368,divergent,432412,6289,convergent,428162,432169,432440,59,-212,432305,124
YJL003W,chrX,432644,433000,1,432597,433192,596,Verified,432895,368,divergent,432413,-67,convergent,433158,432448,432169,-149,-428,432309,132
YJL002C,chrX,434651,433221,-1,434707,433126,1582,Verified,433917,395,divergent,434905,528,convergent,432862,434653,434915,54,-208,434784,115
YJL001W,chrX,435163,435926,1,435103,436040,938,Verified,435572,395,divergent,434905,705,tandem,436393,435176,434915,73,-188,435046,114
YJR001W,chrX,436802,438610,1,436746,438741,1996,Verified,437744,705,tandem,436393,108,tandem,438795,436793,436536,47,-210,436665,110
YJR002W,chrX,438865,440646,1,438850,440697,1848,Verified,439774,108,tandem,438796,209,convergent,440802,438890,438565,40,-285,438728,178
